CODIGO_CATEGORIA|NOMBRE_CATEGORIA|CODIGO_AGRUPACION|NOMBRE_AGRUPACION|CODIGO_LISTA|NOMBRE_LISTA
001002093000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo|135|JUNTOS POR EL CAMBIO|001002093000000.135.1A.001002093000000.135|1A - AMARILLO - Gustavo Perie
001002093000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo|02-503|FRENTE DE TODOS|001002093000000.02-503.2.001002093000000.02-503|CELESTE Y BLANCA - 2 - Mauro Poletti
001002093000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo|02-816|PARTIDO DIGNIDAD POPULAR|001002093000000.02-816.1A.001002093000000.02-816|POR LA VIDA - Dario Leguizamo
001002093000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002093000000.133.A.001002093000000.133|UNIDAD - Leonardo Aramburu
001002093000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ramallo|137|CONSENSO FEDERAL|001002093000000.137.A.001002093000000.137|HAY CONSENSO - Marisa Bellocchio
001002094000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rauch|135|JUNTOS POR EL CAMBIO|001002094000000.135.1A.001002094000000.135|1A - AMARILLO - Roberto Suescun
001002094000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rauch|02-503|FRENTE DE TODOS|001002094000000.02-503.2.001002094000000.02-503|CELESTE Y BLANCA - 2 - Marisol Jodor
001002094000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rauch|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002094000000.133.A.001002094000000.133|UNIDAD - Carla Mutuberria
001002095000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rivadavia|135|JUNTOS POR EL CAMBIO|001002095000000.135.1A.001002095000000.135|1A - AMARILLO - Javier Reynoso
001002095000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rivadavia|02-503|FRENTE DE TODOS|001002095000000.02-503.2.001002095000000.02-503|CELESTE Y BLANCA - 2 - Nestor Policano
001002096000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas|135|JUNTOS POR EL CAMBIO|001002096000000.135.1A.001002096000000.135|1A - AMARILLO - Claudio Rossi
001002096000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas|02-503|FRENTE DE TODOS|001002096000000.02-503.4.001002096000000.02-503|CELESTE Y BLANCA - 4 - Ricardo Rivolta
001002096000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas|02-503|FRENTE DE TODOS|001002096000000.02-503.6.001002096000000.02-503|CELESTE Y BLANCA - 6 - Bini Ricardo
001002096000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas|02-503|FRENTE DE TODOS|001002096000000.02-503.8.001002096000000.02-503|CELESTE Y BLANCA - 8 - Carlos Salinas
001002096000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Rojas|137|CONSENSO FEDERAL|001002096000000.137.A.001002096000000.137|HAY ALTERNATIVA - Rene Peñalva
001002097000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Roque Perez|135|JUNTOS POR EL CAMBIO|001002097000000.135.1A.001002097000000.135|1A - AMARILLO - Juan Cravero
001002097000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Roque Perez|02-503|FRENTE DE TODOS|001002097000000.02-503.2.001002097000000.02-503|CELESTE Y BLANCA - 2 - Juan Gasparini
001002098000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra|135|JUNTOS POR EL CAMBIO|001002098000000.135.1A.001002098000000.135|1A - AMARILLO - Gustavo Notararigo
001002098000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra|02-503|FRENTE DE TODOS|001002098000000.02-503.2.001002098000000.02-503|CELESTE Y BLANCA - 2 - Alejandro Corvatta
001002098000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra|02-858|TODOS POR SAAVEDRA|001002098000000.02-858.A.001002098000000.02-858|LISTA UNICA - Matias Nebot
001002098000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saavedra|02-1911|FRENTE NOS|001002098000000.02-1911.A.001002098000000.02-1911|LINEA ÚNICA - Daniel Otongo
001002099000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo|135|JUNTOS POR EL CAMBIO|001002099000000.135.1A.001002099000000.135|1A - AMARILLO - Jose Salomon
001002099000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo|02-503|FRENTE DE TODOS|001002099000000.02-503.2.001002099000000.02-503|CELESTE Y BLANCA - 2 - Amaro Sarlo
001002099000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002099000000.133.A.001002099000000.133|UNIDAD - Rene Di Giazomo
001002099000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Saladillo|137|CONSENSO FEDERAL|001002099000000.137.A.001002099000000.137|HAY CONSENSO - Juan Garcia
001002100000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salliquelo|135|JUNTOS POR EL CAMBIO|001002100000000.135.1A.001002100000000.135|1A - AMARILLO - Jorge Hernandez
001002100000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salliquelo|02-503|FRENTE DE TODOS|001002100000000.02-503.2.001002100000000.02-503|CELESTE Y BLANCA - 2 - Ariel Succurro
001002100000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salliquelo|02-792|UNION VECINAL SALLIQUELO|001002100000000.02-792.A.001002100000000.02-792|TODOS MEJOR - Juan Nosetti
001002101000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto|135|JUNTOS POR EL CAMBIO|001002101000000.135.1A.001002101000000.135|1A - AMARILLO - Daniel Arimay
001002101000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto|02-503|FRENTE DE TODOS|001002101000000.02-503.2.001002101000000.02-503|CELESTE Y BLANCA - 2 - Alessandro Ricardo
001002101000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto|02-1911|FRENTE NOS|001002101000000.02-1911.A.001002101000000.02-1911|LINEA ÚNICA - Horacio Fuhr
001002101000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002101000000.133.A.001002101000000.133|UNIDAD - Juan Lopez
001002101000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Salto|137|CONSENSO FEDERAL|001002101000000.137.A.001002101000000.137|HAY CONSENSO - Sergio Basset
001002102000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles|135|JUNTOS POR EL CAMBIO|001002102000000.135.1A.001002102000000.135|1A - AMARILLO - Eugenio Lacanette
001002102000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles|135|JUNTOS POR EL CAMBIO|001002102000000.135.3A.001002102000000.135|3A - ROJO - Monica Naser
001002102000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles|02-503|FRENTE DE TODOS|001002102000000.02-503.2.001002102000000.02-503|CELESTE Y BLANCA - 2 - Carlos Puglelli
001002102000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002102000000.133.A.001002102000000.133|UNIDAD - Gabriel Lopez
001002102000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S. A. de Giles|137|CONSENSO FEDERAL|001002102000000.137.A.001002102000000.137|HAY CONSENSO - Jesus Chamorro
001002103000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco|135|JUNTOS POR EL CAMBIO|001002103000000.135.1A.001002103000000.135|1A - AMARILLO - Francisco Ratto
001002103000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco|02-503|FRENTE DE TODOS|001002103000000.02-503.2.001002103000000.02-503|CELESTE Y BLANCA - 2 - Mariano Pinedo
001002103000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco|02-503|FRENTE DE TODOS|001002103000000.02-503.4.001002103000000.02-503|CELESTE Y BLANCA - 4 - Nicolas Marinkovic
001002103000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido S.A. de Areco|137|CONSENSO FEDERAL|001002103000000.137.A.001002103000000.137|HAY ALTERNATIVA - Andres Kaczan
001002104000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Cayetano|135|JUNTOS POR EL CAMBIO|001002104000000.135.1A.001002104000000.135|1A - AMARILLO - Miguel Gargaglione
001002104000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Cayetano|02-503|FRENTE DE TODOS|001002104000000.02-503.2.001002104000000.02-503|CELESTE Y BLANCA - 2 - Luis Escala
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|135|JUNTOS POR EL CAMBIO|001002105000000.135.1A.001002105000000.135|1A - AMARILLO - Agustina Ciarletta
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|02-503|FRENTE DE TODOS|001002105000000.02-503.2.001002105000000.02-503|CELESTE Y BLANCA - 2 - Juan Andreotti
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|02-816|PARTIDO DIGNIDAD POPULAR|001002105000000.02-816.1A.001002105000000.02-816|POR LA VIDA - Adrian Achilles
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002105000000.133.A.001002105000000.133|UNIDAD - Ximena Arrecegor
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|137|CONSENSO FEDERAL|001002105000000.137.C.001002105000000.137|GENTE PROGRESISTA - Guillermo Poggi
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|137|CONSENSO FEDERAL|001002105000000.137.A.001002105000000.137|HAY CONSENSO - Jorge Penzotti
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|137|CONSENSO FEDERAL|001002105000000.137.B.001002105000000.137|CONSENSO FEDERAL 2030 - Leonardo Ortega
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|79|PARTIDO RENOVADOR FEDERAL|001002105000000.79.A.001002105000000.79|SOMOS RENOVADORES - Nicolas Strangis
001002105000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Fernando|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002105000000.02-276.1A.001002105000000.02-276|UNIDAD DE LA IZQUIERDA - Mariana Cardillo
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|135|JUNTOS POR EL CAMBIO|001002106000000.135.1A.001002106000000.135|1A - AMARILLO - Gustavo Posse
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|02-503|FRENTE DE TODOS|001002106000000.02-503.6.001002106000000.02-503|CELESTE Y BLANCA - 6 - Miño Fernanda
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|02-503|FRENTE DE TODOS|001002106000000.02-503.4.001002106000000.02-503|CELESTE Y BLANCA - 4 - Federico Gelay
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|02-816|PARTIDO DIGNIDAD POPULAR|001002106000000.02-816.1A.001002106000000.02-816|POR LA VIDA - Irma Vazquez
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|02-870|ADN SAN ISIDRO|001002106000000.02-870.A.001002106000000.02-870|SOY VECINO - Alejandra Wagner
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002106000000.133.A.001002106000000.133|UNIDAD - Margarita Cuellar
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|137|CONSENSO FEDERAL|001002106000000.137.A.001002106000000.137|HAY CONSENSO - Sanchez Enriquez
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002106000000.02-276.1A.001002106000000.02-276|UNIDAD DE LA IZQUIERDA - Federico Lescano
001002106000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Isidro|02-1912|CONVOCACIÓN CÍVICA CAMBIA SAN ISIDRO|001002106000000.02-1912.A.001002106000000.02-1912|CONVOCACIÓN CÍVICA PODER ELEGIR - Marcos Hilding
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|135|JUNTOS POR EL CAMBIO|001002107000000.135.1A.001002107000000.135|1A - AMARILLO - Manuel Passaglia
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|02-503|FRENTE DE TODOS|001002107000000.02-503.2.001002107000000.02-503|CELESTE Y BLANCA - 2 - Cecilia Comerio
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|02-1911|FRENTE NOS|001002107000000.02-1911.A.001002107000000.02-1911|LINEA ÚNICA - Ruben Diaz
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002107000000.133.A.001002107000000.133|UNIDAD - Federico Berg
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|137|CONSENSO FEDERAL|001002107000000.137.A.001002107000000.137|HAY CONSENSO - Gustavo Ouakim
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|137|CONSENSO FEDERAL|001002107000000.137.B.001002107000000.137|HAY ALTERNATIVA - Nestor Frangolini
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|02-276|MOVIMIENTO DE AVANZADA SOCIALISTA|001002107000000.02-276.1A.001002107000000.02-276|UNIDAD DE LA IZQUIERDA - Maria Coronel
001002107000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Nicolas|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002107000000.02-309.A.001002107000000.02-309|AZUL Y BLANCO - Hugo Velasco
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|135|JUNTOS POR EL CAMBIO|001002108000000.135.1A.001002108000000.135|1A - AMARILLO - Cecilio Salazar
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-503|FRENTE DE TODOS|001002108000000.02-503.6.001002108000000.02-503|CELESTE Y BLANCA - 6 - Eduardo Estelrrich
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-503|FRENTE DE TODOS|001002108000000.02-503.10.001002108000000.02-503|CELESTE Y BLANCA - 10 - Luciano Juhant
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-503|FRENTE DE TODOS|001002108000000.02-503.4.001002108000000.02-503|CELESTE Y BLANCA - 4 - Ester Noat
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-503|FRENTE DE TODOS|001002108000000.02-503.8.001002108000000.02-503|CELESTE Y BLANCA - 8 - Arana Marcos
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-816|PARTIDO DIGNIDAD POPULAR|001002108000000.02-816.2B.001002108000000.02-816|LIBERACION NACIONAL - Rodolfo Sosa
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-816|PARTIDO DIGNIDAD POPULAR|001002108000000.02-816.1A.001002108000000.02-816|POR LA VIDA - Jose Amado
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|02-816|PARTIDO DIGNIDAD POPULAR|001002108000000.02-816.3C.001002108000000.02-816|ACCIÓN VECINAL - Silvestre Llarin
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002108000000.133.A.001002108000000.133|UNIDAD - Ademar Marabert
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|137|CONSENSO FEDERAL|001002108000000.137.A.001002108000000.137|HAY CONSENSO - Fernando Nouet
001002108000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Pedro|137|CONSENSO FEDERAL|001002108000000.137.B.001002108000000.137|HAY ALTERNATIVA - Mauricio Rodriguez
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|135|JUNTOS POR EL CAMBIO|001002109000000.135.1A.001002109000000.135|1A - AMARILLO - E. Mauricio Gomez
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|02-503|FRENTE DE TODOS|001002109000000.02-503.2.001002109000000.02-503|CELESTE Y BLANCA - 2 - Nicolás Mantegazza
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|02-503|FRENTE DE TODOS|001002109000000.02-503.6.001002109000000.02-503|CELESTE Y BLANCA - 6 - Jorge Massatti
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|02-503|FRENTE DE TODOS|001002109000000.02-503.4.001002109000000.02-503|CELESTE Y BLANCA - 4 - Nestor Brito
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|02-503|FRENTE DE TODOS|001002109000000.02-503.8.001002109000000.02-503|CELESTE Y BLANCA - 8 - Roberto Vazquez
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|02-244|PARTIDO LEALTAD Y DIGNIDAD DE LA PROVINCIA DE BUENOS AIRES|001002109000000.02-244.A.001002109000000.02-244|LEALTAD - Carlos Cardozo
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|133|FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD|001002109000000.133.A.001002109000000.133|UNIDAD - Nicolas Rodriguez
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|137|CONSENSO FEDERAL|001002109000000.137.A.001002109000000.137|HAY CONSENSO - David Arrighi
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|137|CONSENSO FEDERAL|001002109000000.137.C.001002109000000.137|GENTE PROGRESISTA - Marcelo Raimondo
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|79|PARTIDO RENOVADOR FEDERAL|001002109000000.79.A.001002109000000.79|SOMOS RENOVADORES - Maria Balda
001002109000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido San Vicente|02-309|MOVIMIENTO ORGANIZACION DEMOCRATICA|001002109000000.02-309.A.001002109000000.02-309|AZUL Y BLANCO - Luifer Furiasse
001002110000000|Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Suipacha|135|JUNTOS POR EL CAMBIO|001002110000000.135.1A.001002110000000.135|1A - AMARILLO - Alejandro Federico
